,0
1486,EPS15
1487,ORC1
1488,MGST2
1489,CHERP
1490,USP40
1491,POMGNT1
1492,RAD54L
1493,MAST2
1494,DNAJA1
1495,B4GALT1
1496,CHMP5
1497,NFX1
1498,AQP6
1499,DIMT1
1500,IPO11
1501,FOLH1
1502,EIF2AK1
1503,NME8
1504,EPDR1
1505,SNX10
1506,SEPHS1
1507,MRPL28
1508,ITPKC
1509,CEACAM6
1510,FAT2
1511,RBM22
1512,TMED2
1513,ERO1B
1514,ZFAND6
1515,HSD17B2
1516,TXLNG
1517,PPEF1
1518,LAT2
1519,HUWE1
1520,ZW10
1521,ALG9
1522,MYBPC2
1523,NOX4
1524,ACOX3
1525,MTMR2
1526,PPP1R15A
1527,HSD17B14
1528,TRIP6
1529,ACHE
1530,FTL
1531,SRRT
1532,BAX
1533,NLK
1534,PIGS
1535,ADAMTS2
1536,ATXN7L3
1537,PGS1
1538,PSMC5
1539,UIMC1
1540,CETP
1541,MMP2
1542,MT3
1543,LPCAT2
1544,GNAO1
1545,OGFOD1
1546,SH3BP2
1547,NOP14
1548,ADD1
1549,L2HGDH
1550,TXNDC16
1551,NID2
1552,GMCL1
1553,SF3B2
1554,KLHL42
1555,GNAS
1556,DNM1L
1557,PTHLH
1558,PHACTR3
1559,ERGIC2
1560,TFAP2C
1561,AURKA
1562,CASS4
1563,PIR
1564,AAMDC
1565,RFX2
1566,METTL2A
1567,SULT2B1
1568,ALG6
1569,PTPN4
1570,DDX18
1571,KHSRP
1572,GNA11
1573,EDEM2
1574,DNMT3B
1575,REM1
1576,TPX2
1577,PDRG1
1578,EPB41L1
1579,SLC15A1
1580,DOCK9
1581,ANKRD10
1582,TGDS
1583,DOCK3
1584,C3orf18
1585,COQ9
1586,TMEM40
1587,KIF9
1588,ARHGAP28
1589,CRLS1
1590,PPP1R13B
1591,ATRN
1592,SMOX
1593,SIGLEC1
1594,FKBP1A
1595,NSFL1C
1596,SLC4A11
1597,ZNF343
1598,EBF4
1599,CPXM1
1600,MAVS
1601,XRN2
1602,KIZ
1603,DYNLL1
1604,TESC
1605,SNX5
1606,RPL6
1607,SIRPG
1608,MAPKAPK5
1609,P2RX7
1610,ESF1
1611,RBBP9
1612,ANAPC5
1613,SLC23A2
1614,SLC8B1
1615,TMEM230
1616,DZANK1
1617,KDM2B
1618,CFAP61
1619,LHX5
1620,TASP1
1621,OAS1
1622,GCN1
1623,RPLP0
1624,PXN
1625,SIRT4
1626,KIF16B
1627,TRMT6
1628,CHGB
1629,PEBP1
1630,TBX5
1631,BRAP
1632,ERP29
1633,NOS1
1634,FUS
1635,IGBP1
1636,FXYD5
1637,ZNF302
1638,GRAMD1A
1639,FXYD3
1640,HEPH
1641,CDIP1
1642,CMTM1
1643,GANAB
1644,GMIP
1645,RBM41
1646,BIRC5
1647,LAG3
1648,MLF2
1649,OTUB2
1650,DDX24
1651,ZBTB25
1652,NECAP1
1653,ARHGAP4
1654,ANKRD24
1655,DHX32
1656,RCOR1
1657,GPATCH2L
1658,LTBP4
1659,BLVRB
1660,SLC9A1
1661,SPTLC1
1662,PAPOLA
1663,CCNK
1664,PCBP4
1665,RGS1
1666,YPEL3
1667,MRPS33
1668,NDUFB2
1669,NUDC
1670,MAEA
1671,ICAM1
1672,STRN4
1673,IRAK3
1674,LYZ
1675,MUL1
1676,TFAP4
1677,PDCD7
1678,SPG21
1679,DNAJB11
1680,P3H2
1681,THPO
